Order_ID,Stock_Symbol,Queue_Position,Order_Type,Quantity,Price($),Check_Block,Timestamp
ORD01296,AFRM,22,BUY,319,408.23,SELL,2024-04-02 12:22:44
ORD00928,SHOP,31,SELL,451,171.35,BUY,2024-03-29 12:23:40
ORD00613,ADBE,40,BUY,404,142.86,SELL,2024-01-17 15:18:17
ORD02632,STNE,27,BUY,484,356.99,SELL,2024-10-31 10:38:46
ORD01232,COIN,21,SELL,312,325.09,BUY,2024-09-23 15:54:22
ORD00220,META,10,BUY,374,65.43,SELL,2024-03-04 12:50:46
ORD03130,PBR,35,BUY,452,260.8,SELL,2024-05-01 12:26:26
ORD00486,IBM,33,BUY,463,265.02,SELL,2024-09-11 10:37:49
ORD02317,HOUS,10,SELL,452,233.69,BUY,2024-09-24 15:49:50
ORD02165,EXPI,5,BUY,208,352.46,SELL,2024-02-14 11:05:41
ORD03522,KGC,40,SELL,42,97.49,BUY,2024-02-19 11:35:52
ORD02993,BIOX,27,BUY,420,104.94,SELL,2024-05-08 12:09:47
ORD00259,NVDA,30,BUY,205,85.82,SELL,2024-11-05 10:48:42
ORD03843,RIOT,29,BUY,3,347.38,SELL,2024-01-22 15:01:41
ORD00387,AMD,38,SELL,326,110.27,BUY,2024-04-24 13:30:37
ORD00848,TWTR,5,BUY,236,389.65,SELL,2024-04-15 11:19:12
ORD02574,NU,35,BUY,148,66.33,SELL,2024-09-06 15:38:38
ORD03234,BBD,12,BUY,223,162.01,SELL,2024-03-22 12:15:02
ORD03613,HL,30,BUY,333,115.33,SELL,2024-07-10 13:55:11
ORD03102,VALE,6,SELL,18,124.82,BUY,2024-05-31 13:31:31
ORD02862,LOMA,38,SELL,136,27.57,BUY,2024-11-06 15:15:56
ORD01624,SPCE,36,BUY,91,238.32,SELL,2024-07-10 15:39:00
ORD01002,ROKU,15,SELL,213,247.91,BUY,2024-05-15 12:45:16
ORD00210,META,6,SELL,39,73.12,BUY,2024-03-04 14:11:34
ORD03621,HL,12,SELL,228,118.38,BUY,2024-07-10 15:55:41
ORD02092,CVNA,11,BUY,300,319.94,SELL,2024-03-01 14:09:25
ORD01949,PTON,4,BUY,16,51.17,SELL,2024-12-26 12:44:20
ORD00911,SPOT,14,BUY,213,186.22,SELL,2024-12-10 14:35:02
ORD01719,PENN,28,SELL,293,146.42,BUY,2024-10-15 12:59:45
ORD02553,MELI,6,SELL,215,73.42,BUY,2024-02-16 10:38:53
ORD02985,BIOX,14,BUY,451,99.69,SELL,2024-05-08 10:29:14
ORD02164,EXPI,31,SELL,195,325.72,BUY,2024-02-14 14:54:14
ORD00597,QCOM,24,BUY,72,428.56,SELL,2024-01-25 15:55:26
ORD01951,PTON,26,BUY,401,47.25,SELL,2024-12-26 11:37:36
ORD03765,GPL,7,BUY,402,68.75,SELL,2024-11-20 15:28:51
ORD00297,NFLX,12,SELL,280,288.08,BUY,2024-11-05 10:03:54
ORD03717,FSM,35,BUY,213,129.44,SELL,2024-09-23 11:32:17
ORD00508,IBM,4,SELL,37,298.78,BUY,2024-09-11 10:36:56
ORD02865,LOMA,4,SELL,368,27.09,BUY,2024-11-06 12:51:56
ORD00008,AAPL,32,BUY,15,155.03,SELL,2024-08-27 09:51:24
ORD02253,COMP,26,BUY,65,413.22,SELL,2024-10-14 14:10:42
ORD03055,CAAP,19,BUY,72,66.52,SELL,2024-10-11 11:33:22
ORD02030,ETSY,23,SELL,455,300.54,BUY,2024-12-09 11:16:37
ORD02149,OPEN,12,BUY,356,452.94,SELL,2024-03-25 13:34:29
ORD02087,CVNA,8,BUY,241,310.92,SELL,2024-03-01 09:55:08
ORD03118,VALE,21,SELL,148,116.92,BUY,2024-05-31 12:09:07
ORD02551,MELI,38,SELL,426,71.4,BUY,2024-02-16 11:13:28
ORD03359,MGLU,18,SELL,245,242.14,BUY,2024-12-31 14:00:55
ORD00178,TSLA,7,BUY,238,132.03,SELL,2024-12-23 09:58:50
ORD03854,RIOT,34,BUY,427,339.42,SELL,2024-01-22 09:32:30
ORD02779,DESP,10,BUY,437,168.46,SELL,2024-08-08 10:54:23
ORD00791,LYFT,20,SELL,55,251.85,BUY,2024-09-02 12:10:14
ORD01335,SOFI,17,SELL,360,378.93,BUY,2024-05-08 10:29:51
ORD00679,CRM,27,SELL,70,105.45,BUY,2024-06-10 14:37:54
ORD03454,GOLD,9,SELL,348,391.42,BUY,2024-05-07 10:08:09
ORD03013,AGRO,27,SELL,320,102.7,BUY,2024-05-06 13:15:32
ORD01437,RIVN,23,BUY,446,194.31,SELL,2024-06-26 15:10:00
ORD00097,GOOGL,20,SELL,25,523.29,BUY,2024-03-18 10:44:46
ORD00044,MSFT,36,SELL,247,13.11,BUY,2024-05-08 11:03:09
ORD01815,UPST,26,BUY,248,426.1,SELL,2024-04-10 12:04:52
ORD01491,XPEV,17,SELL,169,395.9,BUY,2024-08-02 10:31:39
ORD01229,COIN,8,SELL,87,333.48,BUY,2024-09-23 14:34:34
ORD00760,UBER,5,BUY,424,455.56,SELL,2024-03-12 14:58:25
ORD03627,HL,27,BUY,233,102.88,SELL,2024-07-10 11:45:11
ORD02019,ETSY,14,BUY,75,279.35,SELL,2024-12-09 10:19:05
ORD02750,ARCO,17,BUY,338,495.66,SELL,2024-10-17 12:37:15
ORD03067,CAAP,2,SELL,345,61.8,BUY,2024-10-11 15:59:09
ORD00026,AAPL,26,BUY,293,161.53,SELL,2024-08-27 13:13:31
ORD02303,HOUS,2,SELL,412,246.32,BUY,2024-09-24 13:25:57
ORD01611,SPCE,15,SELL,105,248.43,BUY,2024-07-10 13:05:28
ORD00680,CRM,39,SELL,334,114.25,BUY,2024-06-10 10:57:27
ORD01843,LMND,34,BUY,165,308.86,SELL,2024-04-02 11:14:22
ORD02645,PAGS,18,SELL,161,77.92,BUY,2024-01-02 14:41:17
ORD01223,COIN,29,BUY,387,319.72,SELL,2024-09-23 13:39:36
ORD00782,LYFT,21,SELL,82,229.74,BUY,2024-09-02 12:37:58
ORD03668,CDE,22,BUY,314,496.46,SELL,2024-05-28 09:30:05
ORD03814,MAG,13,BUY,108,83.79,SELL,2024-12-16 14:30:36
ORD02339,ABNB,39,BUY,134,414.39,SELL,2024-11-06 15:09:28
ORD01357,SOFI,32,BUY,35,356.98,SELL,2024-05-08 12:23:45
ORD01616,SPCE,3,SELL,323,259.05,BUY,2024-07-10 14:26:00
ORD03128,PBR,40,BUY,96,263.26,SELL,2024-05-01 10:17:14
ORD02383,DASH,39,BUY,311,109.33,SELL,2024-12-25 09:32:34
ORD02148,OPEN,24,SELL,14,502.06,BUY,2024-03-25 12:59:33
ORD00884,SPOT,8,SELL,213,206.78,BUY,2024-12-10 13:48:56
ORD00383,AMD,37,SELL,209,112.3,BUY,2024-04-24 11:00:34
ORD02836,VIST,1,BUY,199,329.52,SELL,2024-04-09 13:02:48
ORD01338,SOFI,21,SELL,97,397.36,BUY,2024-05-08 09:57:34
ORD02753,ARCO,25,SELL,368,510.93,BUY,2024-10-17 15:39:57
ORD00032,AAPL,40,SELL,312,166.68,BUY,2024-08-27 11:31:01
ORD02182,EXPI,25,BUY,241,345.4,SELL,2024-02-14 13:12:01
ORD02035,ETSY,37,BUY,472,320.02,SELL,2024-12-09 11:08:15
ORD03608,HL,40,SELL,51,118.41,BUY,2024-07-10 11:03:23
ORD00611,ADBE,38,SELL,480,161.99,BUY,2024-01-17 12:37:26
ORD00571,QCOM,22,SELL,56,491.17,BUY,2024-01-25 13:12:01
ORD00344,INTC,37,BUY,319,72.27,SELL,2024-07-29 11:32:46
ORD01886,ROOT,6,BUY,95,289.15,SELL,2024-08-27 10:08:28
ORD01651,DKNG,36,SELL,141,194.93,BUY,2024-07-10 09:47:32
ORD03039,AGRO,7,BUY,194,84.27,SELL,2024-05-06 11:48:50
ORD02497,DIDI,40,BUY,149,456.24,SELL,2024-05-27 13:16:08
ORD01048,ZM,26,BUY,339,272.68,SELL,2024-11-04 12:03:17
ORD03629,HL,13,SELL,370,108.34,BUY,2024-07-10 10:49:54
ORD01072,ZM,25,BUY,208,273.78,SELL,2024-11-04 15:18:29
ORD01812,UPST,25,SELL,490,448.02,BUY,2024-04-10 11:34:30
ORD03487,AEM,29,SELL,407,261.32,BUY,2024-02-09 10:39:42
ORD02536,MELI,21,BUY,70,73.9,SELL,2024-02-16 14:36:52
ORD00966,SQ,37,BUY,226,22.56,SELL,2024-02-08 14:03:16
ORD00529,CSCO,29,SELL,451,109.91,BUY,2024-12-17 10:11:21
ORD00177,TSLA,31,SELL,13,148.08,BUY,2024-12-23 14:47:01
ORD00423,BABA,31,SELL,56,403.07,BUY,2024-01-30 09:57:50
ORD03369,RENT,29,BUY,159,416.37,SELL,2024-12-19 15:43:21
ORD03242,BRKM,38,SELL,420,70.99,BUY,2024-09-05 14:36:56
ORD02020,ETSY,39,SELL,136,307.53,BUY,2024-12-09 11:24:54
ORD00573,QCOM,34,SELL,123,501.54,BUY,2024-01-25 09:42:35
ORD03538,KGC,31,SELL,324,106.75,BUY,2024-02-19 13:23:46
ORD00289,NFLX,35,BUY,377,257.23,SELL,2024-11-05 15:04:19
ORD02659,PAGS,23,SELL,413,75.25,BUY,2024-01-02 10:51:04
ORD02922,IRSA,14,SELL,304,52.86,BUY,2024-02-01 13:17:24
ORD02633,STNE,32,BUY,303,332.22,SELL,2024-10-31 12:05:38
ORD01591,BYND,4,BUY,138,343.69,SELL,2024-09-17 11:13:24
ORD03943,HUT,15,BUY,485,362.57,SELL,2024-12-04 10:45:47
ORD02100,CVNA,12,BUY,114,297.72,SELL,2024-03-01 15:39:51
ORD01392,LCID,17,BUY,289,252.89,SELL,2024-03-13 13:24:40
ORD02855,LOMA,36,BUY,497,28.35,SELL,2024-11-06 11:54:44
ORD01740,CHGG,22,BUY,328,313.03,SELL,2024-01-08 10:55:20
ORD01730,CHGG,33,BUY,490,286.03,SELL,2024-01-08 14:16:46
ORD01919,ROOT,30,BUY,338,301.07,SELL,2024-08-27 15:20:07
ORD03101,VALE,40,SELL,49,121.04,BUY,2024-05-31 12:08:26
ORD00371,AMD,3,BUY,191,105.14,SELL,2024-04-24 11:33:50
ORD03293,SUZB,13,SELL,416,404.1,BUY,2024-02-05 13:01:07
ORD03713,FSM,28,BUY,148,120.98,SELL,2024-09-23 12:14:15
ORD02635,STNE,33,BUY,479,333.48,SELL,2024-10-31 15:31:04
ORD03412,BEEF,28,BUY,487,221.93,SELL,2024-10-30 15:12:31
ORD02070,WMT,15,BUY,113,145.01,SELL,2024-02-23 15:52:23
ORD00142,AMZN,17,BUY,494,168.27,SELL,2024-06-10 14:30:04
ORD03356,MGLU,37,BUY,417,223.2,SELL,2024-12-31 11:45:20
ORD00492,IBM,5,BUY,370,277.31,SELL,2024-09-11 09:41:13
ORD00199,TSLA,5,BUY,217,134.66,SELL,2024-12-23 11:17:33
ORD01789,DUOL,34,SELL,355,353.25,BUY,2024-09-16 15:41:07
ORD02527,MELI,10,SELL,215,74.49,BUY,2024-02-16 14:32:40
ORD03925,HUT,3,SELL,231,375.59,BUY,2024-12-04 11:39:09
ORD01457,NIO,15,BUY,204,110.12,SELL,2024-02-19 15:33:17
ORD00196,TSLA,18,SELL,372,152.03,BUY,2024-12-23 15:09:05
ORD00875,TWTR,1,SELL,31,363.48,BUY,2024-04-15 15:53:32
ORD02440,GRAB,30,SELL,307,59.8,BUY,2024-07-18 14:23:39
ORD03824,MAG,10,SELL,394,85.26,BUY,2024-12-16 15:05:27
ORD00841,TWTR,33,SELL,205,375.3,BUY,2024-04-15 10:27:30
ORD00582,QCOM,39,SELL,398,484.43,BUY,2024-01-25 10:25:25
ORD03949,HUT,22,BUY,57,409.54,SELL,2024-12-04 14:17:14
ORD00906,SPOT,38,SELL,138,201.44,BUY,2024-12-10 13:06:34
ORD00632,ADBE,24,BUY,115,139.66,SELL,2024-01-17 14:04:10
ORD02577,NU,39,BUY,255,70.36,SELL,2024-09-06 13:55:50
ORD00163,TSLA,38,BUY,171,138.53,SELL,2024-12-23 14:41:32
ORD02074,WMT,14,BUY,472,145.28,SELL,2024-02-23 14:27:28
ORD02081,CVNA,18,BUY,369,281.48,SELL,2024-03-01 11:23:40
ORD01761,DUOL,29,BUY,358,306.2,SELL,2024-09-16 15:36:41
ORD02662,PAGS,25,BUY,411,66.5,SELL,2024-01-02 11:52:12
ORD00926,SHOP,19,SELL,149,175.71,BUY,2024-03-29 15:01:27
ORD01833,UPST,35,SELL,238,453.31,BUY,2024-04-10 12:18:28
ORD00548,CSCO,13,SELL,177,104.73,BUY,2024-12-17 12:27:03
ORD02294,HOUS,6,BUY,93,218.31,SELL,2024-09-24 15:21:47
ORD01189,RBLX,11,SELL,43,91.99,BUY,2024-12-20 12:46:48
ORD02000,FVRR,34,SELL,468,179.82,BUY,2024-04-05 12:49:11
ORD02098,CVNA,33,SELL,409,331.97,BUY,2024-03-01 11:53:01
ORD00612,ADBE,30,SELL,173,156.56,BUY,2024-01-17 13:57:08
ORD02195,EXPI,37,SELL,131,319.78,BUY,2024-02-14 10:04:33
ORD03662,CDE,35,SELL,372,514.18,BUY,2024-05-28 13:59:29
ORD01508,XPEV,15,SELL,382,389.12,BUY,2024-08-02 13:07:48
ORD01870,LMND,10,BUY,483,308.08,SELL,2024-04-02 10:05:25
ORD00743,UBER,6,SELL,209,528.55,BUY,2024-03-12 15:43:41
ORD00638,ADBE,8,BUY,386,150.3,SELL,2024-01-17 11:30:48
ORD03536,KGC,23,BUY,59,93.26,SELL,2024-02-19 15:45:15
ORD02016,ETSY,11,SELL,177,307.0,BUY,2024-12-09 12:20:10
ORD03762,GPL,15,SELL,185,78.05,BUY,2024-11-20 10:36:33
ORD01098,DOCU,6,BUY,388,57.09,SELL,2024-04-26 11:22:22
ORD01484,XPEV,39,SELL,354,398.81,BUY,2024-08-02 11:48:20
ORD00049,MSFT,13,BUY,97,12.7,SELL,2024-05-08 14:48:47
ORD01352,SOFI,25,SELL,204,424.29,BUY,2024-05-08 13:54:54
ORD00922,SHOP,6,BUY,83,163.02,SELL,2024-03-29 14:25:25
ORD03563,AG,24,BUY,372,125.55,SELL,2024-11-12 15:37:58
ORD00757,UBER,36,BUY,292,489.2,SELL,2024-03-12 12:04:53
ORD02125,OPEN,18,SELL,55,445.19,BUY,2024-03-25 11:41:12
ORD02367,DASH,36,BUY,131,113.68,SELL,2024-12-25 14:57:40
ORD01468,NIO,14,BUY,32,121.54,SELL,2024-02-19 12:09:28
ORD03643,CDE,37,SELL,89,467.31,BUY,2024-05-28 13:48:10
ORD01695,PENN,22,BUY,54,134.24,SELL,2024-10-15 13:13:31
ORD01323,SOFI,35,BUY,385,394.01,SELL,2024-05-08 14:39:13
ORD01177,RBLX,6,SELL,281,98.76,BUY,2024-12-20 15:10:23
ORD01948,PTON,13,SELL,137,54.11,BUY,2024-12-26 13:59:46
ORD01214,COIN,11,SELL,125,333.04,BUY,2024-09-23 14:03:23
ORD03934,HUT,18,SELL,199,421.32,BUY,2024-12-04 09:58:30
ORD02534,MELI,11,BUY,296,66.18,SELL,2024-02-16 13:15:49
ORD02288,HOUS,29,SELL,376,248.26,BUY,2024-09-24 09:48:41
ORD02782,DESP,21,BUY,379,179.26,SELL,2024-08-08 13:46:02
ORD02678,PAGS,32,SELL,199,76.76,BUY,2024-01-02 14:12:13
ORD01071,ZM,4,BUY,71,286.26,SELL,2024-11-04 10:47:08
ORD03730,EXK,36,SELL,469,403.99,BUY,2024-06-14 09:59:59
ORD02831,VIST,12,SELL,63,335.97,BUY,2024-04-09 10:11:22
ORD02442,SEA,32,BUY,377,332.42,SELL,2024-04-02 10:29:42
ORD03604,HL,26,SELL,222,123.77,BUY,2024-07-10 10:48:12
ORD01715,PENN,9,BUY,119,131.67,SELL,2024-10-15 11:41:24
ORD03022,AGRO,11,SELL,495,92.75,BUY,2024-05-06 13:35:20
ORD02197,EXPI,4,BUY,349,342.67,SELL,2024-02-14 12:06:42
ORD01150,PLTR,7,SELL,190,122.52,BUY,2024-10-08 11:00:54
ORD03087,VALE,2,BUY,213,116.45,SELL,2024-05-31 14:44:59
ORD02229,RDFN,24,SELL,15,446.94,BUY,2024-10-30 14:01:59
ORD02964,BIOX,7,BUY,312,96.37,SELL,2024-05-08 14:14:41
ORD02610,STNE,12,SELL,420,333.71,BUY,2024-10-31 09:49:57
ORD01552,LI,27,SELL,497,175.65,BUY,2024-10-30 14:34:27
ORD02555,MELI,29,BUY,245,75.16,SELL,2024-02-16 13:04:13
ORD01289,AFRM,35,BUY,131,364.13,SELL,2024-04-02 14:23:10
ORD03862,RIOT,11,SELL,306,357.05,BUY,2024-01-22 12:53:25
ORD02808,VIST,35,SELL,116,325.3,BUY,2024-04-09 14:51:52
ORD01642,DKNG,10,SELL,486,217.44,BUY,2024-07-10 10:56:52
ORD00868,TWTR,29,BUY,409,346.11,SELL,2024-04-15 09:35:49
ORD00927,SHOP,7,BUY,297,144.8,SELL,2024-03-29 13:03:38
ORD03211,BBD,31,SELL,58,168.69,BUY,2024-03-22 09:48:58
ORD00998,SQ,35,BUY,369,24.17,SELL,2024-02-08 14:46:03
ORD03021,AGRO,15,BUY,246,91.07,SELL,2024-05-06 09:52:42
ORD01830,UPST,29,SELL,490,466.68,BUY,2024-04-10 12:10:15
ORD01133,PLTR,10,SELL,170,113.93,BUY,2024-10-08 12:14:25
ORD01341,SOFI,5,BUY,489,406.05,SELL,2024-05-08 15:44:54
ORD03675,CDE,25,SELL,36,503.28,BUY,2024-05-28 09:31:55
ORD00211,META,37,SELL,362,73.61,BUY,2024-03-04 11:10:30
ORD03980,BITF,31,SELL,420,265.49,BUY,2024-04-15 15:59:57
ORD00060,MSFT,33,SELL,174,14.05,BUY,2024-05-08 13:16:53
ORD03671,CDE,14,SELL,399,519.72,BUY,2024-05-28 13:24:44
ORD02620,STNE,34,SELL,261,345.21,BUY,2024-10-31 14:33:00
ORD03898,MARA,34,BUY,29,132.13,SELL,2024-10-07 13:24:26
ORD03947,HUT,29,SELL,88,408.35,BUY,2024-12-04 10:48:05
ORD00766,LYFT,2,BUY,302,230.13,SELL,2024-09-02 11:44:49
ORD02103,CVNA,9,BUY,421,318.09,SELL,2024-03-01 10:11:48
ORD03230,BBD,18,SELL,459,152.87,BUY,2024-03-22 10:55:56
ORD01079,ZM,16,SELL,181,297.23,BUY,2024-11-04 14:54:04
ORD02660,PAGS,8,BUY,326,70.52,SELL,2024-01-02 09:49:08
ORD03743,EXK,28,BUY,192,377.2,SELL,2024-06-14 13:12:04
ORD02045,WMT,12,BUY,403,143.34,SELL,2024-02-23 11:21:19
ORD02067,WMT,23,BUY,494,145.45,SELL,2024-02-23 15:00:35
ORD00583,QCOM,4,BUY,225,459.67,SELL,2024-01-25 15:02:13
ORD02124,OPEN,25,SELL,493,444.35,BUY,2024-03-25 13:21:38
ORD03529,KGC,2,SELL,282,98.75,BUY,2024-02-19 12:16:26
ORD03617,HL,38,BUY,214,117.94,SELL,2024-07-10 09:53:48
ORD00941,SHOP,35,BUY,408,157.0,SELL,2024-03-29 14:24:18
ORD01081,DOCU,5,BUY,12,56.52,SELL,2024-04-26 10:12:59
ORD00188,TSLA,13,SELL,24,144.07,BUY,2024-12-23 09:48:09
ORD03106,VALE,22,SELL,410,114.19,BUY,2024-05-31 12:02:50
ORD02311,HOUS,19,SELL,183,232.4,BUY,2024-09-24 14:45:30
ORD02677,PAGS,39,SELL,370,78.04,BUY,2024-01-02 10:49:34
ORD03095,VALE,17,BUY,426,113.62,SELL,2024-05-31 15:57:50
ORD03820,MAG,31,BUY,317,75.91,SELL,2024-12-16 14:47:51
ORD01601,SPCE,8,BUY,107,265.49,SELL,2024-07-10 13:00:31
ORD03857,RIOT,26,BUY,322,311.8,SELL,2024-01-22 12:07:52
ORD00227,META,26,BUY,87,73.98,SELL,2024-03-04 10:35:24
ORD01613,SPCE,27,BUY,120,249.61,SELL,2024-07-10 14:13:18
ORD00536,CSCO,7,SELL,349,110.79,BUY,2024-12-17 13:21:20
ORD03849,RIOT,30,SELL,385,366.43,BUY,2024-01-22 11:09:24
ORD03216,BBD,27,SELL,56,166.24,BUY,2024-03-22 12:02:33
ORD03127,PBR,30,BUY,95,274.54,SELL,2024-05-01 11:16:28
ORD00698,PYPL,2,BUY,60,93.69,SELL,2024-01-25 15:36:57
ORD03614,HL,24,SELL,314,113.78,BUY,2024-07-10 14:54:21
ORD02375,DASH,37,BUY,368,117.26,SELL,2024-12-25 09:45:42
ORD01778,DUOL,1,SELL,88,319.96,BUY,2024-09-16 10:47:52
ORD03625,HL,2,BUY,460,102.76,SELL,2024-07-10 15:38:37
ORD02805,VIST,36,SELL,261,323.29,BUY,2024-04-09 11:41:27
ORD01038,ROKU,14,SELL,91,275.12,BUY,2024-05-15 10:42:57
ORD00209,META,23,BUY,389,72.78,SELL,2024-03-04 11:50:28
ORD01847,LMND,6,BUY,104,301.95,SELL,2024-04-02 14:53:05
ORD00566,QCOM,23,SELL,22,472.34,BUY,2024-01-25 09:52:59
ORD00314,NFLX,27,SELL,451,278.55,BUY,2024-11-05 13:40:15
ORD00602,ADBE,26,BUY,452,135.6,SELL,2024-01-17 09:53:44
ORD00234,META,38,BUY,243,71.87,SELL,2024-03-04 14:21:49
ORD01261,HOOD,28,SELL,480,60.66,BUY,2024-07-02 11:51:52
ORD00932,SHOP,18,BUY,108,160.14,SELL,2024-03-29 11:41:58
ORD03221,BBD,32,BUY,346,152.58,SELL,2024-03-22 14:32:43
ORD01724,CHGG,7,SELL,233,295.62,BUY,2024-01-08 15:04:01
ORD00112,GOOGL,11,SELL,172,504.38,BUY,2024-03-18 12:00:01
ORD02705,GLOB,21,BUY,397,45.78,SELL,2024-04-02 15:56:30
ORD01090,DOCU,10,SELL,315,54.36,BUY,2024-04-26 12:12:55
ORD02743,ARCO,36,SELL,322,495.39,BUY,2024-10-17 15:33:33
ORD02029,ETSY,20,BUY,477,314.39,SELL,2024-12-09 11:57:28
ORD03945,HUT,5,BUY,148,361.98,SELL,2024-12-04 14:48:06
ORD01744,CHGG,30,SELL,305,306.29,BUY,2024-01-08 10:41:19
ORD00473,ORCL,39,BUY,290,27.29,SELL,2024-07-10 11:14:29
ORD02097,CVNA,28,SELL,365,333.51,BUY,2024-03-01 15:53:00
ORD03733,EXK,27,SELL,157,389.39,BUY,2024-06-14 14:23:29
ORD01787,DUOL,5,SELL,437,325.6,BUY,2024-09-16 09:40:59
ORD03277,BRKM,7,BUY,176,70.88,SELL,2024-09-05 15:07:07
ORD01374,LCID,9,SELL,135,235.69,BUY,2024-03-13 11:47:36
ORD03704,FSM,40,BUY,468,130.4,SELL,2024-09-23 11:34:50
ORD00362,AMD,33,BUY,151,115.9,SELL,2024-04-24 11:31:31
ORD00136,AMZN,7,BUY,480,193.18,SELL,2024-06-10 15:21:13
ORD01135,PLTR,6,SELL,280,108.07,BUY,2024-10-08 13:28:01
ORD01152,PLTR,1,SELL,59,116.83,BUY,2024-10-08 14:59:20
ORD02469,SEA,40,SELL,48,335.49,BUY,2024-04-02 14:11:00
ORD01054,ZM,7,BUY,249,259.42,SELL,2024-11-04 13:03:54
ORD03317,SUZB,36,BUY,124,390.82,SELL,2024-02-05 09:30:26
ORD00023,AAPL,38,SELL,410,164.95,BUY,2024-08-27 15:16:44
ORD01973,FVRR,23,BUY,248,162.48,SELL,2024-04-05 13:15:13
ORD02953,IRSA,33,BUY,466,47.07,SELL,2024-02-01 11:33:12
ORD01653,DKNG,35,BUY,103,207.25,SELL,2024-07-10 15:01:15
ORD00696,PYPL,24,BUY,238,104.72,SELL,2024-01-25 11:18:07
ORD00421,BABA,17,SELL,387,408.22,BUY,2024-01-30 14:25:58
ORD03950,HUT,34,SELL,496,398.18,BUY,2024-12-04 11:06:52
ORD00461,ORCL,13,SELL,453,28.51,BUY,2024-07-10 14:05:45
ORD01068,ZM,29,BUY,91,298.31,SELL,2024-11-04 15:20:57
ORD00088,GOOGL,25,SELL,296,470.5,BUY,2024-03-18 15:10:52
ORD00283,NFLX,13,BUY,22,282.83,SELL,2024-11-05 11:37:07
ORD02999,BIOX,2,BUY,194,103.22,SELL,2024-05-08 11:07:24
ORD01314,AFRM,32,BUY,426,383.24,SELL,2024-04-02 10:05:48
ORD01408,RIVN,12,SELL,337,200.35,BUY,2024-06-26 11:02:33
ORD03795,GPL,10,BUY,206,70.55,SELL,2024-11-20 09:52:14
ORD02113,CVNA,7,SELL,224,327.81,BUY,2024-03-01 15:14:47
ORD00860,TWTR,36,SELL,460,366.63,BUY,2024-04-15 10:54:12
ORD00534,CSCO,12,BUY,109,98.36,SELL,2024-12-17 11:37:21
ORD03510,AEM,3,BUY,138,261.91,SELL,2024-02-09 10:54:01
ORD03784,GPL,5,BUY,458,69.93,SELL,2024-11-20 10:23:07
ORD01420,RIVN,22,BUY,372,173.45,SELL,2024-06-26 15:05:03
ORD03396,RENT,40,BUY,388,412.48,SELL,2024-12-19 13:11:13
ORD03169,ITUB,35,BUY,392,107.67,SELL,2024-03-29 14:19:58
ORD02801,VIST,24,SELL,45,345.75,BUY,2024-04-09 12:06:02
ORD03372,RENT,26,SELL,268,410.55,BUY,2024-12-19 12:01:27
ORD03939,HUT,27,SELL,149,400.78,BUY,2024-12-04 09:46:56
ORD02899,CEPU,26,BUY,237,388.42,SELL,2024-09-13 12:49:44
ORD01645,DKNG,6,BUY,265,192.1,SELL,2024-07-10 13:37:06
ORD01413,RIVN,17,SELL,94,200.32,BUY,2024-06-26 15:32:26
ORD03909,MARA,9,BUY,220,118.53,SELL,2024-10-07 15:35:39
ORD02298,HOUS,3,BUY,353,222.39,SELL,2024-09-24 11:40:43
ORD00943,SHOP,14,BUY,35,163.56,SELL,2024-03-29 10:29:51
ORD02252,COMP,6,SELL,288,453.02,BUY,2024-10-14 15:44:59
ORD03905,MARA,19,SELL,71,126.02,BUY,2024-10-07 09:46:33
ORD01652,DKNG,8,BUY,456,189.47,SELL,2024-07-10 09:54:25
ORD02216,RDFN,37,BUY,450,456.1,SELL,2024-10-30 12:08:00
ORD02247,COMP,5,SELL,345,491.04,BUY,2024-10-14 15:52:14
ORD00122,AMZN,39,BUY,165,184.8,SELL,2024-06-10 13:36:42
ORD00888,SPOT,18,SELL,229,194.76,BUY,2024-12-10 13:02:36
ORD02835,VIST,11,SELL,360,311.97,BUY,2024-04-09 09:46:39
ORD00686,PYPL,16,BUY,308,93.86,SELL,2024-01-25 12:48:59
ORD02959,IRSA,21,SELL,410,49.56,BUY,2024-02-01 12:17:44
ORD00414,BABA,29,SELL,411,442.28,BUY,2024-01-30 12:32:49
ORD00790,LYFT,37,BUY,219,218.92,SELL,2024-09-02 10:46:20
ORD02190,EXPI,21,BUY,89,310.34,SELL,2024-02-14 10:02:35
ORD01570,BYND,26,SELL,68,405.8,BUY,2024-09-17 13:19:08
ORD01804,UPST,17,SELL,427,473.19,BUY,2024-04-10 10:13:12
ORD03850,RIOT,5,BUY,43,350.73,SELL,2024-01-22 15:25:22
ORD01393,LCID,16,SELL,288,249.46,BUY,2024-03-13 09:56:20
ORD02139,OPEN,13,SELL,303,484.54,BUY,2024-03-25 14:16:10
ORD00273,NVDA,26,SELL,89,98.52,BUY,2024-11-05 15:58:57
ORD02592,NU,26,BUY,264,66.7,SELL,2024-09-06 14:48:30
ORD00522,CSCO,19,BUY,167,95.58,SELL,2024-12-17 15:26:09
ORD00523,CSCO,3,SELL,422,109.91,BUY,2024-12-17 10:05:46
ORD03237,BBD,7,BUY,145,152.86,SELL,2024-03-22 10:46:57
ORD01913,ROOT,39,SELL,178,318.97,BUY,2024-08-27 15:27:58
ORD00351,INTC,15,BUY,421,77.48,SELL,2024-07-29 13:07:27
ORD01619,SPCE,6,BUY,266,234.97,SELL,2024-07-10 10:33:09
